ID,Age,Education,Marital_Status,Income,Spending,Dt_Customer,Recency,Date_of_Last_Purchase,Customer_Tenure,Has_child,Children,Wines,Fruits,Meat,Fish,Sweets,Gold,Cluster_x,Cluster_y
1399,56,Postgraduate,In couple,72905,1515,21-01-2014,52,13-08-2014,6.8,No child,No child,407,114,445,181,165,203,High Potential,High Potential
1570,63,Postgraduate,In couple,69702,1039,19-02-2013,8,26-09-2014,19.46666667,Has child,1 child,664,9,240,50,19,57,Stars,Stars
3426,39,Postgraduate,Alone,70300,1596,15-07-2013,89,07-07-2014,11.9,Has child,1 child,1045,61,338,60,46,46,High Potential,High Potential
3074,30,Postgraduate,In couple,70643,1828,15-10-2012,66,30-07-2014,21.76666667,No child,No child,1218,107,304,23,143,33,Stars,Stars
8341,45,Postgraduate,In couple,30396,34,30-04-2014,22,12-09-2014,4.5,Has child,1 child,15,0,6,0,1,12,Need Attention,Need Attention
5180,46,Postgraduate,Alone,50616,149,18-04-2014,56,09-08-2014,3.766666667,Has child,1 child,128,0,16,0,1,4,Need Attention,Need Attention
6461,45,Postgraduate,Alone,62772,946,19-05-2013,74,22-07-2014,14.3,Has child,1 child,581,49,157,43,8,108,Stars,Stars
7679,29,Postgraduate,Alone,30298,28,19-05-2014,48,17-08-2014,3,No child,No child,6,3,12,6,1,0,Need Attention,Need Attention
10702,30,Postgraduate,Alone,52413,450,03-11-2012,67,29-07-2014,21.1,Has child,1 child,185,8,133,56,56,12,Leaky Bucket,Leaky Bucket
7505,57,Postgraduate,In couple,44155,46,19-01-2014,24,10-09-2014,7.8,Has child,2 children,22,1,9,0,0,14,Need Attention,Need Attention
5113,43,Postgraduate,Alone,86979,1702,07-11-2013,67,29-07-2014,8.8,No child,No child,584,100,835,65,83,35,High Potential,High Potential
10858,39,Postgraduate,In couple,76532,820,09-09-2013,38,27-08-2014,11.73333333,Has child,2 children,355,30,177,90,138,30,High Potential,High Potential
2961,32,Postgraduate,In couple,42081,382,26-02-2013,86,10-07-2014,16.63333333,Has child,1 child,175,10,110,54,6,27,Leaky Bucket,Leaky Bucket
2747,26,Postgraduate,In couple,67546,2126,31-08-2012,90,06-07-2014,22.46666667,No child,No child,864,134,768,150,38,172,Stars,Stars
3010,25,Postgraduate,In couple,88420,2069,02-05-2014,87,09-07-2014,2.266666667,No child,No child,957,153,612,99,95,153,High Potential,High Potential
5790,29,Postgraduate,In couple,31158,72,27-01-2013,62,03-08-2014,18.43333333,Has child,1 child,25,6,16,20,0,5,Leaky Bucket,Leaky Bucket
6892,46,Postgraduate,Alone,61671,732,03-06-2014,23,11-09-2014,3.333333333,Has child,1 child,641,7,56,0,0,28,High Potential,High Potential
1743,40,Postgraduate,Alone,69719,801,26-05-2014,99,27-06-2014,1.066666667,No child,No child,273,86,208,177,14,43,High Potential,High Potential
3578,65,Postgraduate,Alone,49160,236,20-10-2013,29,05-09-2014,10.66666667,Has child,1 child,122,21,43,25,10,15,Need Attention,Need Attention
8462,36,Undergraduate,In couple,24882,80,09-09-2012,52,13-08-2014,23.43333333,Has child,1 child,1,4,10,29,0,36,Leaky Bucket,Leaky Bucket
5558,60,Postgraduate,Alone,90933,1685,31-03-2014,90,06-07-2014,3.233333333,No child,No child,1020,31,430,62,63,79,High Potential,High Potential
4619,69,Postgraduate,Alone,113734,277,28-05-2014,9,25-09-2014,4,No child,No child,6,2,3,1,262,3,High Potential,High Potential
8780,64,Postgraduate,In couple,59292,507,13-06-2013,71,25-07-2014,13.56666667,Has child,1 child,378,14,68,19,14,14,High Potential,High Potential
10789,50,Postgraduate,In couple,45759,68,23-02-2013,13,21-09-2014,19.16666667,Has child,2 children,42,1,18,3,0,4,Leaky Bucket,Leaky Bucket
10779,31,Postgraduate,Alone,22148,49,13-04-2014,16,18-09-2014,5.266666667,No child,No child,15,5,14,0,4,11,Need Attention,Need Attention
5896,27,Postgraduate,In couple,73395,397,18-03-2014,94,02-07-2014,3.533333333,No child,No child,272,7,80,20,7,11,High Potential,High Potential
2337,43,Postgraduate,Alone,29819,39,24-10-2013,77,19-07-2014,8.933333333,Has child,1 child,9,1,24,2,1,2,Need Attention,Need Attention
10951,46,Postgraduate,In couple,45688,306,25-01-2014,20,14-09-2014,7.733333333,Has child,1 child,279,0,18,0,0,9,Need Attention,Need Attention
544,60,Postgraduate,In couple,62820,976,11-05-2013,51,14-08-2014,15.33333333,No child,No child,398,61,265,138,61,53,Stars,Stars
17,43,Postgraduate,In couple,60491,1028,06-09-2013,81,15-07-2014,10.4,Has child,1 child,637,47,237,12,19,76,High Potential,High Potential
10680,28,Postgraduate,In couple,33235,70,05-02-2014,71,25-07-2014,5.666666667,Has child,1 child,45,0,16,2,1,6,Need Attention,Need Attention
3265,55,Postgraduate,In couple,35701,46,19-03-2013,36,29-08-2014,17.6,No child,No child,21,1,9,7,3,5,Leaky Bucket,Leaky Bucket
5623,34,Postgraduate,In couple,31535,51,26-09-2013,95,01-07-2014,9.266666667,Has child,1 child,15,4,13,0,0,19,Need Attention,Need Attention
5832,54,Undergraduate,In couple,92556,1263,20-04-2014,32,02-09-2014,4.5,No child,No child,493,183,352,184,23,28,High Potential,High Potential
5544,44,Postgraduate,Alone,67384,1490,10-11-2012,32,02-09-2014,22.03333333,Has child,1 child,957,40,175,158,53,107,Stars,Stars
6417,43,Postgraduate,In couple,80573,1564,14-10-2012,85,11-07-2014,21.16666667,No child,No child,829,138,430,60,92,15,Stars,Stars
5831,47,Postgraduate,In couple,77870,1815,22-08-2012,93,03-07-2014,22.66666667,Has child,1 child,1017,50,500,65,50,133,Stars,Stars
7101,51,Postgraduate,Alone,52278,1198,25-01-2013,24,10-09-2014,19.76666667,Has child,1 child,953,0,71,0,0,174,Stars,Stars
10176,46,Postgraduate,Alone,57107,416,24-08-2012,44,21-08-2014,24.23333333,Has child,1 child,159,0,120,0,0,137,Leaky Bucket,Leaky Bucket
2326,24,Postgraduate,In couple,18929,85,16-02-2013,15,19-09-2014,19.33333333,No child,No child,32,0,8,23,4,18,Leaky Bucket,Leaky Bucket
4385,33,Postgraduate,Alone,36038,47,31-05-2013,82,14-07-2014,13.63333333,Has child,1 child,23,0,15,0,2,7,Leaky Bucket,Leaky Bucket
2929,38,Postgraduate,Alone,20180,137,20-02-2013,27,07-09-2014,18.8,No child,No child,18,42,24,15,20,18,Leaky Bucket,Leaky Bucket
10686,49,Postgraduate,In couple,34230,21,26-12-2012,72,24-07-2014,19.16666667,Has child,2 children,15,0,4,0,0,2,Leaky Bucket,Leaky Bucket
2546,37,Undergraduate,Alone,31878,70,22-06-2014,7,27-09-2014,3.233333333,Has child,1 child,23,4,5,10,5,23,Need Attention,Need Attention
3283,42,Undergraduate,In couple,70932,909,19-01-2014,57,08-08-2014,6.7,Has child,1 child,200,193,100,46,185,185,High Potential,High Potential
3138,58,Postgraduate,Alone,91249,1676,20-10-2012,84,12-07-2014,21,No child,No child,1324,27,119,71,108,27,Stars,Stars
4994,71,Postgraduate,Alone,77598,1735,01-10-2013,53,12-08-2014,10.5,No child,No child,1193,33,281,129,66,33,High Potential,High Potential
7966,55,Postgraduate,Alone,80982,1191,08-01-2013,48,17-08-2014,19.53333333,Has child,2 children,505,137,401,104,22,22,Stars,Stars
3112,37,Postgraduate,In couple,22701,24,05-09-2013,2,02-10-2014,13.06666667,Has child,1 child,2,4,9,0,4,5,Leaky Bucket,Leaky Bucket
10872,45,Postgraduate,In couple,55212,1182,23-11-2012,65,31-07-2014,20.5,Has child,1 child,1103,0,45,0,0,34,Stars,Stars
2181,44,Postgraduate,In couple,70617,1280,23-06-2013,45,20-08-2014,14.1,No child,No child,353,61,753,40,46,27,Stars,Stars
1867,57,Postgraduate,Alone,64849,1336,13-11-2012,42,23-08-2014,21.6,No child,No child,652,48,350,94,84,108,Stars,Stars
1518,49,Postgraduate,In couple,62694,749,17-06-2013,29,05-09-2014,14.83333333,Has child,2 children,379,6,157,25,91,91,Stars,Stars
5734,40,Postgraduate,In couple,61917,91,20-11-2013,83,13-07-2014,7.833333333,Has child,2 children,46,4,36,2,2,1,Need Attention,Need Attention
2878,67,Postgraduate,In couple,67472,414,28-09-2013,93,03-07-2014,9.266666667,Has child,1 child,162,31,127,8,17,69,High Potential,High Potential
1458,32,Postgraduate,In couple,21059,44,07-01-2014,40,25-08-2014,7.666666667,Has child,1 child,8,3,19,3,3,8,Need Attention,Need Attention
7007,46,Postgraduate,In couple,29543,63,01-04-2014,47,18-08-2014,4.633333333,Has child,2 children,17,3,18,3,4,18,Need Attention,Need Attention
6200,63,Postgraduate,In couple,75903,901,08-04-2013,50,15-08-2014,16.46666667,Has child,1 child,340,108,185,130,38,100,Stars,Stars
1403,39,Undergraduate,In couple,34984,38,06-09-2012,40,25-08-2014,23.93333333,Has child,2 children,8,4,15,3,5,3,Leaky Bucket,Leaky Bucket
4827,58,Postgraduate,Alone,54998,455,10-03-2013,3,01-10-2014,19,Has child,1 child,154,22,202,39,30,8,Leaky Bucket,Leaky Bucket
6250,65,Postgraduate,Alone,54356,775,19-11-2012,62,03-08-2014,20.73333333,Has child,1 child,710,15,30,20,0,0,Stars,Stars
9291,55,Postgraduate,In couple,34242,15,23-03-2014,25,09-09-2014,5.666666667,Has child,1 child,8,2,4,0,0,1,Need Attention,Need Attention
2478,41,Postgraduate,In couple,25410,38,31-08-2013,48,17-08-2014,11.7,Has child,1 child,2,2,4,13,13,4,Need Attention,Need Attention
1139,30,Postgraduate,In couple,73356,1512,06-02-2014,56,09-08-2014,6.133333333,No child,No child,1050,14,322,0,14,112,High Potential,High Potential
5138,64,Postgraduate,In couple,28320,43,14-01-2013,68,28-07-2014,18.66666667,Has child,1 child,19,1,14,3,2,4,Leaky Bucket,Leaky Bucket
5393,37,Postgraduate,Alone,23763,42,07-08-2012,64,01-08-2014,24.13333333,Has child,1 child,22,0,6,6,2,6,Leaky Bucket,Leaky Bucket
10413,30,Postgraduate,In couple,72570,1089,25-04-2014,67,29-07-2014,3.166666667,No child,No child,274,83,216,151,141,224,High Potential,High Potential
5015,38,Postgraduate,In couple,34529,162,14-09-2012,94,02-07-2014,21.86666667,Has child,1 child,68,6,38,3,6,41,Leaky Bucket,Leaky Bucket
10868,63,Postgraduate,Alone,70792,1272,06-02-2013,82,14-07-2014,17.43333333,No child,No child,344,45,654,104,11,114,Stars,Stars
10676,32,Postgraduate,In couple,63211,1173,02-11-2012,3,01-10-2014,23.26666667,No child,No child,145,193,459,205,26,145,Stars,Stars
2495,40,Postgraduate,In couple,83891,816,20-06-2014,24,10-09-2014,2.733333333,Has child,1 child,217,38,350,111,85,15,High Potential,High Potential
7842,46,Postgraduate,Alone,36065,74,31-03-2013,54,11-08-2014,16.6,Has child,2 children,18,7,34,10,2,3,Leaky Bucket,Leaky Bucket
9955,60,Postgraduate,In couple,39898,134,12-02-2013,20,14-09-2014,19.3,Has child,1 child,69,8,26,12,7,12,Leaky Bucket,Leaky Bucket
6663,74,Postgraduate,Alone,51141,157,08-07-2013,96,30-06-2014,11.9,No child,No child,144,0,7,0,0,6,Need Attention,Need Attention
2162,38,Postgraduate,In couple,56939,561,18-09-2013,19,15-09-2014,12.06666667,Has child,1 child,256,34,103,90,29,49,High Potential,High Potential
3434,63,Postgraduate,Alone,80872,1336,12-05-2014,60,05-08-2014,2.833333333,No child,No child,483,72,567,94,12,108,High Potential,High Potential
7919,38,Postgraduate,In couple,72335,2092,13-08-2012,2,02-10-2014,26,No child,No child,1285,105,653,28,21,0,Stars,Stars
5626,50,Postgraduate,Alone,61798,463,23-11-2013,13,21-09-2014,10.06666667,No child,No child,338,4,89,11,8,13,High Potential,High Potential
6428,64,Postgraduate,Alone,76842,1130,03-05-2014,37,28-08-2014,3.9,No child,No child,605,10,345,84,54,32,High Potential,High Potential
8514,38,Postgraduate,In couple,29478,20,17-01-2014,59,06-08-2014,6.7,Has child,1 child,8,0,7,3,1,1,Need Attention,Need Attention
10448,58,Postgraduate,Alone,46998,377,22-10-2012,55,10-08-2014,21.9,Has child,1 child,172,41,86,45,6,27,Leaky Bucket,Leaky Bucket
2109,24,Postgraduate,Alone,96843,1544,23-04-2013,60,05-08-2014,15.63333333,No child,No child,448,71,951,40,17,17,Stars,Stars
7530,64,Postgraduate,Alone,56551,138,07-05-2014,48,17-08-2014,3.4,Has child,2 children,67,4,32,17,2,16,Need Attention,Need Attention
8925,49,Postgraduate,In couple,70053,1012,03-07-2013,38,27-08-2014,14,Has child,1 child,512,53,98,81,179,89,Stars,Stars
3009,52,Postgraduate,Alone,71670,1766,09-07-2013,8,26-09-2014,14.8,No child,No child,1462,16,128,0,0,160,Stars,Stars
6355,36,Postgraduate,In couple,44359,45,17-06-2014,19,15-09-2014,3,Has child,2 children,20,0,14,7,3,1,Need Attention,Need Attention
3517,62,Postgraduate,Alone,40887,161,06-05-2013,32,02-09-2014,16.13333333,Has child,2 children,50,4,44,10,10,43,Leaky Bucket,Leaky Bucket
1158,48,Postgraduate,Alone,48877,144,05-01-2014,27,07-09-2014,8.166666667,Has child,1 child,102,1,15,2,0,24,Need Attention,Need Attention
6203,67,Postgraduate,In couple,74485,1734,24-08-2013,58,07-08-2014,11.6,No child,No child,499,149,815,173,49,49,High Potential,High Potential
7165,42,Postgraduate,In couple,64474,823,22-10-2013,59,06-08-2014,9.6,Has child,1 child,381,35,172,56,86,93,High Potential,High Potential
3595,51,Postgraduate,In couple,77226,1138,28-02-2014,29,05-09-2014,6.3,Has child,1 child,631,43,239,128,76,21,High Potential,High Potential
8537,65,Postgraduate,Alone,72643,1429,27-02-2013,60,05-08-2014,17.46666667,No child,No child,526,80,553,123,94,53,Stars,Stars
4331,36,Postgraduate,In couple,85738,1371,23-01-2014,41,24-08-2014,7.1,No child,No child,913,26,376,17,26,13,High Potential,High Potential
6281,48,Postgraduate,Alone,55686,982,14-02-2013,27,07-09-2014,19,Has child,1 child,673,0,199,37,47,26,Stars,Stars
4338,31,Postgraduate,Alone,39062,44,25-03-2014,28,06-09-2014,5.5,Has child,1 child,23,0,9,0,0,12,Need Attention,Need Attention
2452,43,Postgraduate,In couple,34600,318,01-01-2013,8,26-09-2014,21.1,Has child,2 children,199,33,60,8,3,15,Leaky Bucket,Leaky Bucket
9507,39,Postgraduate,In couple,40794,434,07-04-2013,18,16-09-2014,17.56666667,Has child,1 child,261,23,73,4,23,50,Leaky Bucket,Leaky Bucket
8360,43,Undergraduate,In couple,54690,198,07-11-2013,76,20-07-2014,8.5,Has child,2 children,111,16,37,7,9,18,Need Attention,Need Attention
10311,45,Postgraduate,In couple,4428,359,05-10-2013,0,04-10-2014,12.13333333,Has child,1 child,16,4,12,2,4,321,Leaky Bucket,Leaky Bucket
5117,51,Undergraduate,In couple,32632,576,02-08-2012,32,02-09-2014,25.36666667,No child,No child,63,151,137,153,19,53,Leaky Bucket,Leaky Bucket
4867,46,Postgraduate,Alone,38236,88,20-09-2013,2,02-10-2014,12.56666667,Has child,2 children,58,0,18,2,0,10,Need Attention,Need Attention
9289,35,Postgraduate,In couple,36781,63,10-04-2014,16,18-09-2014,5.366666667,Has child,1 child,29,1,17,0,3,13,Need Attention,Need Attention
10913,30,Postgraduate,Alone,31385,27,05-12-2012,56,09-08-2014,20.4,Has child,1 child,3,2,12,0,1,9,Leaky Bucket,Leaky Bucket
3032,30,Postgraduate,In couple,24570,193,27-02-2013,97,29-06-2014,16.23333333,Has child,1 child,28,34,62,11,14,44,Leaky Bucket,Leaky Bucket
8524,40,Postgraduate,Alone,25509,101,18-09-2012,15,19-09-2014,24.36666667,Has child,1 child,40,3,30,10,7,11,Leaky Bucket,Leaky Bucket
3334,63,Postgraduate,In couple,94642,2211,12-02-2014,35,30-08-2014,6.633333333,No child,No child,879,143,797,106,143,143,High Potential,High Potential
4470,52,Postgraduate,In couple,58646,140,10-06-2013,3,01-10-2014,15.93333333,Has child,1 child,62,1,44,6,5,22,Leaky Bucket,Leaky Bucket
1406,39,Postgraduate,Alone,53201,415,12-02-2013,49,16-08-2014,18.33333333,Has child,2 children,280,7,81,20,0,27,Leaky Bucket,Leaky Bucket
8619,57,Postgraduate,In couple,21994,22,24-12-2012,4,30-09-2014,21.5,Has child,1 child,9,0,6,3,1,3,Leaky Bucket,Leaky Bucket
10821,36,Postgraduate,In couple,57113,263,06-02-2013,45,20-08-2014,18.66666667,Has child,2 children,182,4,33,0,2,42,Leaky Bucket,Leaky Bucket
4552,23,Postgraduate,In couple,51373,393,22-06-2013,37,28-08-2014,14.4,No child,No child,83,2,101,64,26,117,Leaky Bucket,Leaky Bucket
898,28,Postgraduate,In couple,23477,147,21-10-2013,39,26-08-2014,10.3,Has child,1 child,38,15,54,3,8,29,Need Attention,Need Attention
9797,58,Postgraduate,In couple,58116,443,13-04-2014,38,27-08-2014,4.533333333,Has child,1 child,228,19,130,4,11,51,High Potential,High Potential
10949,51,Postgraduate,Alone,72968,1958,16-12-2013,8,26-09-2014,9.466666667,No child,No child,1092,37,592,145,37,55,High Potential,High Potential
8212,43,Postgraduate,In couple,39791,174,28-03-2013,89,07-07-2014,15.53333333,Has child,1 child,85,15,27,13,13,21,Leaky Bucket,Leaky Bucket
6248,67,Postgraduate,Alone,91712,2217,17-10-2013,47,18-08-2014,10.16666667,No child,No child,1276,24,746,94,29,48,High Potential,High Potential
10164,56,Postgraduate,Alone,94472,1691,03-04-2014,75,21-07-2014,3.633333333,Has child,1 child,1017,33,417,108,100,16,High Potential,High Potential
4547,54,Postgraduate,In couple,13672,25,17-04-2013,86,10-07-2014,14.96666667,Has child,2 children,6,2,9,2,1,5,Leaky Bucket,Leaky Bucket
6815,34,Undergraduate,In couple,96547,809,23-05-2014,4,30-09-2014,4.333333333,No child,No child,448,21,125,52,101,62,High Potential,High Potential
4122,39,Postgraduate,In couple,79205,895,29-08-2012,73,23-07-2014,23.1,No child,No child,504,23,117,179,28,44,Stars,Stars
10841,39,Postgraduate,In couple,56559,484,25-12-2012,46,19-08-2014,20.06666667,Has child,1 child,226,22,133,41,31,31,Leaky Bucket,Leaky Bucket
5370,41,Postgraduate,In couple,32644,413,16-01-2013,38,27-08-2014,19.6,Has child,1 child,239,3,141,0,7,23,Leaky Bucket,Leaky Bucket
176,34,Undergraduate,Alone,67506,331,02-01-2014,73,23-07-2014,6.733333333,Has child,1 child,90,38,67,33,36,67,High Potential,High Potential
4860,44,Postgraduate,Alone,24206,25,08-03-2013,66,30-07-2014,16.96666667,Has child,1 child,7,2,8,3,2,3,Leaky Bucket,Leaky Bucket
10757,47,Postgraduate,Alone,28420,13,24-12-2013,36,29-08-2014,8.266666667,Has child,1 child,4,2,5,2,0,0,Need Attention,Need Attention
4023,44,Postgraduate,In couple,22979,115,06-09-2012,29,05-09-2014,24.3,Has child,1 child,16,17,19,20,21,22,Leaky Bucket,Leaky Bucket
6679,48,Postgraduate,Alone,33279,16,12-06-2014,29,05-09-2014,2.833333333,No child,No child,10,3,3,0,0,0,Need Attention,Need Attention
9923,42,Postgraduate,Alone,46423,92,18-09-2013,6,28-09-2014,12.5,Has child,2 children,68,0,16,0,0,8,Need Attention,Need Attention
7181,37,Postgraduate,In couple,30368,52,07-11-2013,97,29-06-2014,7.8,Has child,1 child,35,0,13,2,0,2,Need Attention,Need Attention
3599,44,Postgraduate,In couple,63684,1464,26-11-2012,61,04-08-2014,20.53333333,Has child,1 child,575,80,428,208,93,80,Stars,Stars
405,50,Postgraduate,Alone,41638,441,13-02-2013,68,28-07-2014,17.66666667,Has child,1 child,315,0,31,4,0,91,Leaky Bucket,Leaky Bucket
6870,55,Postgraduate,Alone,68805,283,17-09-2013,73,23-07-2014,10.3,Has child,1 child,182,2,49,17,13,20,High Potential,High Potential
832,48,Postgraduate,In couple,65814,747,02-03-2014,90,06-07-2014,4.2,Has child,1 child,561,14,113,10,14,35,High Potential,High Potential
2002,56,Postgraduate,Alone,71964,1870,20-05-2013,81,15-07-2014,14.03333333,No child,No child,587,51,932,180,34,86,Stars,Stars
3657,28,Postgraduate,Alone,39146,165,14-02-2013,1,03-10-2014,19.86666667,Has child,1 child,94,1,33,13,12,12,Leaky Bucket,Leaky Bucket
500,37,Postgraduate,In couple,96876,1941,06-08-2013,79,17-07-2014,11.5,No child,No child,908,43,735,40,194,21,High Potential,High Potential
1951,33,Undergraduate,In couple,34445,839,27-01-2013,92,04-07-2014,17.43333333,No child,No child,228,122,122,208,129,30,Leaky Bucket,Leaky Bucket
3262,56,Postgraduate,Alone,68281,1655,07-08-2012,31,03-09-2014,25.23333333,No child,No child,995,112,417,42,48,41,Stars,Stars
4102,39,Undergraduate,In couple,37284,23,29-03-2013,46,19-08-2014,16.93333333,Has child,2 children,11,1,2,2,1,6,Leaky Bucket,Leaky Bucket
7042,31,Postgraduate,In couple,36790,66,01-03-2013,14,20-09-2014,18.93333333,No child,No child,3,3,14,15,21,10,Leaky Bucket,Leaky Bucket
10598,47,Postgraduate,In couple,27943,37,15-04-2013,89,07-07-2014,14.93333333,Has child,2 children,12,1,16,4,1,3,Leaky Bucket,Leaky Bucket
255,63,Postgraduate,Alone,22263,21,30-03-2014,31,03-09-2014,5.233333333,Has child,2 children,17,0,2,0,0,2,Need Attention,Need Attention
2375,42,Postgraduate,In couple,30261,22,25-09-2012,75,21-07-2014,22.13333333,Has child,3 children,8,0,5,0,3,6,Leaky Bucket,Leaky Bucket
9829,36,Postgraduate,In couple,28587,78,12-02-2014,42,23-08-2014,6.4,Has child,1 child,22,4,17,12,10,13,Need Attention,Need Attention
6214,32,Postgraduate,In couple,43815,79,05-04-2013,53,12-08-2014,16.46666667,Has child,1 child,14,10,29,4,7,15,Leaky Bucket,Leaky Bucket
4954,58,Postgraduate,In couple,48195,265,21-01-2014,53,12-08-2014,6.766666667,Has child,2 children,106,27,68,52,7,5,Need Attention,Need Attention
7861,62,Postgraduate,In couple,77027,1175,05-02-2014,23,11-09-2014,7.266666667,Has child,1 child,820,57,242,45,0,11,High Potential,High Potential
4837,49,Postgraduate,In couple,71322,1305,16-02-2013,57,08-08-2014,17.93333333,Has child,1 child,753,43,226,69,10,204,Stars,Stars
9423,35,Postgraduate,In couple,32765,46,23-02-2014,49,16-08-2014,5.8,Has child,1 child,13,3,17,7,3,3,Need Attention,Need Attention
4198,49,Postgraduate,In couple,29672,25,12-03-2013,6,28-09-2014,18.83333333,Has child,2 children,9,1,3,0,4,8,Leaky Bucket,Leaky Bucket
153,61,Postgraduate,Alone,23272,46,17-10-2013,29,05-09-2014,10.76666667,No child,No child,19,3,6,4,2,12,Need Attention,Need Attention
9323,65,Postgraduate,In couple,49912,874,07-09-2012,5,29-09-2014,25.06666667,Has child,1 child,520,8,223,32,49,42,Stars,Stars
10001,29,Undergraduate,In couple,7500,100,01-08-2012,98,28-06-2014,23.2,Has child,1 child,5,17,17,13,14,34,Leaky Bucket,Leaky Bucket
3945,67,Postgraduate,Alone,68117,930,10-03-2013,80,16-07-2014,16.43333333,Has child,1 child,618,44,215,0,17,36,Stars,Stars
3799,59,Postgraduate,In couple,67225,868,26-11-2013,4,30-09-2014,10.26666667,Has child,1 child,315,35,322,46,7,143,High Potential,High Potential
8625,38,Postgraduate,In couple,17649,45,12-11-2013,70,26-07-2014,8.533333333,Has child,1 child,15,1,23,0,5,1,Need Attention,Need Attention
3491,39,Postgraduate,In couple,55914,1260,29-04-2013,32,02-09-2014,16.36666667,Has child,1 child,384,60,364,119,101,232,Stars,Stars
983,30,Postgraduate,In couple,40059,414,28-09-2013,82,14-07-2014,9.633333333,Has child,1 child,110,29,92,28,10,145,Need Attention,Need Attention
9119,64,Postgraduate,In couple,60905,392,05-12-2013,27,07-09-2014,9.2,Has child,1 child,208,17,76,36,17,38,High Potential,High Potential
4786,37,Postgraduate,In couple,75330,1109,04-10-2012,94,02-07-2014,21.2,Has child,2 children,555,82,257,93,61,61,Stars,Stars
5872,63,Postgraduate,Alone,60689,639,01-06-2013,23,11-09-2014,15.56666667,Has child,1 child,240,90,216,63,6,24,Stars,Stars
6568,30,Postgraduate,In couple,38680,79,28-03-2013,97,29-06-2014,15.26666667,Has child,1 child,11,0,36,15,5,12,Leaky Bucket,Leaky Bucket
5628,32,Postgraduate,In couple,61416,1665,08-02-2013,25,09-09-2014,19.26666667,No child,No child,848,154,323,201,61,78,Stars,Stars
5631,23,Postgraduate,Alone,49767,692,02-05-2013,92,04-07-2014,14.26666667,No child,No child,202,47,197,55,42,149,Stars,Stars
4974,44,Postgraduate,Alone,83273,1392,25-09-2012,98,28-06-2014,21.36666667,Has child,3 children,433,89,650,16,102,102,Stars,Stars
8416,33,Postgraduate,In couple,29009,44,29-11-2013,19,15-09-2014,9.666666667,Has child,1 child,6,6,15,10,5,2,Need Attention,Need Attention
5454,35,Postgraduate,In couple,45057,50,01-12-2013,80,16-07-2014,7.566666667,Has child,1 child,37,0,7,3,0,3,Need Attention,Need Attention
4095,43,Postgraduate,In couple,37150,467,11-09-2012,80,16-07-2014,22.43333333,Has child,1 child,167,37,64,49,34,116,Leaky Bucket,Leaky Bucket
5474,44,Postgraduate,Alone,43020,223,30-11-2013,79,17-07-2014,7.633333333,Has child,1 child,45,7,99,4,25,43,Need Attention,Need Attention
4268,55,Postgraduate,In couple,53154,158,09-06-2014,50,15-08-2014,2.233333333,Has child,1 child,129,0,21,0,1,7,Need Attention,Need Attention
10701,41,Postgraduate,In couple,65308,1211,11-09-2013,60,05-08-2014,10.93333333,No child,No child,713,0,264,120,80,34,High Potential,High Potential
3507,44,Postgraduate,Alone,76467,1575,17-08-2012,44,21-08-2014,24.46666667,Has child,1 child,676,161,426,210,44,58,Stars,Stars
2079,67,Undergraduate,In couple,81044,1208,27-12-2013,0,04-10-2014,9.366666667,No child,No child,450,26,535,73,98,26,High Potential,High Potential
626,63,Postgraduate,In couple,32871,43,09-03-2013,28,06-09-2014,18.2,Has child,2 children,22,2,12,0,2,5,Leaky Bucket,Leaky Bucket
4426,39,Postgraduate,Alone,55801,527,22-09-2013,35,30-08-2014,11.4,Has child,2 children,367,4,51,6,4,95,High Potential,High Potential
2591,55,Postgraduate,Alone,76320,932,22-06-2014,49,16-08-2014,1.833333333,Has child,1 child,526,35,214,69,53,35,High Potential,High Potential
10509,59,Postgraduate,Alone,36927,71,02-06-2014,46,19-08-2014,2.6,Has child,2 children,51,0,16,0,0,4,Need Attention,Need Attention
6382,61,Postgraduate,In couple,48794,54,26-06-2014,97,29-06-2014,0.1,Has child,2 children,25,0,11,3,0,15,Need Attention,Need Attention
6673,49,Postgraduate,Alone,23478,129,19-03-2013,51,14-08-2014,17.1,No child,No child,28,6,27,12,17,39,Leaky Bucket,Leaky Bucket
7441,41,Postgraduate,Alone,71128,1615,06-10-2012,80,16-07-2014,21.6,Has child,1 child,958,159,447,20,0,31,Stars,Stars
1071,38,Postgraduate,Alone,70179,1034,21-07-2013,10,24-09-2014,14.33333333,Has child,1 child,532,88,168,69,44,133,Stars,Stars
10061,64,Postgraduate,In couple,59462,1088,05-01-2013,29,05-09-2014,20.26666667,Has child,1 child,724,17,143,0,8,196,Stars,Stars
8775,45,Postgraduate,In couple,38361,137,27-12-2013,74,22-07-2014,6.9,Has child,1 child,39,0,56,20,8,14,Need Attention,Need Attention
2345,32,Postgraduate,In couple,70038,1244,25-10-2013,54,11-08-2014,9.666666667,No child,No child,587,54,348,71,54,130,High Potential,High Potential
322,36,Postgraduate,In couple,42554,41,12-01-2013,93,03-07-2014,17.9,Has child,2 children,29,1,11,0,0,0,Leaky Bucket,Leaky Bucket
10897,40,Postgraduate,In couple,67445,1174,12-08-2012,63,02-08-2014,24,Has child,1 child,757,80,217,29,80,11,Stars,Stars
123,63,Postgraduate,Alone,67046,993,06-01-2013,92,04-07-2014,18.13333333,Has child,1 child,544,35,133,23,151,107,Stars,Stars
